,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas
6,0.98886,0.98886,49443,0.0,557.0,0.98886,50,0,0,1.0,591.3,0.58,608.7560975609756,50,9,KF,rnr,1,200,5.0,3.0
7,0.9819599999999999,0.98196,49098,0.0,902.0,0.98196,50,0,0,1.0,818.28,0.8,723.6376811594203,50,9,KF,rnr,1,200,5.0,3.0
8,0.99304,0.99304,49652,0.0,348.0,0.99304,50,0,0,1.0,530.4,0.52,554.5555555555555,50,9,KF,rnr,1,200,5.0,3.0
9,0.97228,0.97228,48614,0.0,1386.0,0.97228,50,0,0,1.0,535.38,0.46,475.1904761904762,50,9,KF,rnr,1,200,5.0,3.0
0,0.98806,0.98806,49403,0.0,597.0,0.98806,50,0,0,1.0,584.92,0.58,587.2352941176471,50,9,KF,rnr,1,200,15.0,5.0
1,0.96174,0.96174,48087,0.0,1913.0,0.96174,50,0,0,1.0,584.62,0.52,573.7126436781609,50,9,KF,rnr,1,200,15.0,5.0
2,0.98162,0.98162,49081,0.0,919.0,0.98162,50,0,0,1.0,697.28,0.68,703.2253521126761,50,9,KF,rnr,1,200,15.0,5.0
3,0.987183140625,0.987183140625,49363,0.0,637.0,0.98726,50,0,0,1.0,590.64,0.56,616.283950617284,50,9,KF,rnr,1,200,15.0,5.0
4,0.990600767578125,0.990600767578125,49534,0.0,466.0,0.99068,50,0,0,1.0,725.04,0.72,723.6376811594203,50,9,KF,rnr,1,200,15.0,5.0
5,0.98914,0.98914,49457,0.0,543.0,0.98914,50,0,0,1.0,786.28,0.78,756.5757575757576,50,9,KF,rnr,1,200,15.0,5.0
6,0.99358,0.99358,49679,0.0,321.0,0.99358,50,0,0,1.0,606.54,0.6,601.4096385542168,50,9,KF,rnr,1,200,15.0,5.0
7,0.9819599999999999,0.98196,49098,0.0,902.0,0.98196,50,0,0,1.0,818.28,0.8,723.6376811594203,50,9,KF,rnr,1,200,15.0,5.0
8,0.99634,0.99634,49817,0.0,183.0,0.99634,50,0,0,1.0,687.54,0.68,656.8947368421053,50,9,KF,rnr,1,200,15.0,5.0
9,0.96726,0.96726,48363,0.0,1637.0,0.96726,50,0,0,1.0,574.74,0.5,475.1904761904762,50,9,KF,rnr,1,200,15.0,5.0
0,0.34431999999999996,0.0032587544955517697,17216,32780.0,32784.0,0.2079729403237497,50,0,5233,0.00946431951542684,7.933560477001704,0.0,8.297136481963555,50,9,KF,rnr,1,60,50.0,3.0
1,0.29388000000000003,0.0025947377714992054,14694,35230.0,35306.0,0.17240408306934177,50,0,5613,0.008829242450997704,7.429807522514568,0.0,7.6595081399376514,50,9,KF,rnr,1,60,50.0,3.0
2,0.31618,0.0027121290101218046,15809,34171.0,34191.0,0.18782003302800251,50,0,5779,0.00857780065191285,6.909589981128838,0.0,7.45880561664693,50,9,KF,rnr,1,60,50.0,3.0
3,0.3205,0.002985839388857835,16025,33959.0,33975.0,0.19086697078335854,50,0,5317,0.009316191540898081,7.847214458729272,0.0,8.152480322167307,50,9,KF,rnr,1,60,50.0,3.0
4,0.33004,0.003105382009785472,16502,33481.0,33498.0,0.19767372216432483,50,0,5264,0.00940910801656003,7.95615355664283,0.0,8.255831173639393,50,9,KF,rnr,1,60,50.0,3.0
5,0.31276000000000004,0.002826825741142444,15638,34202.0,34362.0,0.18572005415548323,50,0,5482,0.009038322487346349,7.759219088937093,0.0,7.914244963451596,50,9,KF,rnr,1,60,50.0,3.0
6,0.29986,0.0027510091743119264,14993,34977.0,35007.0,0.17643597679372067,50,0,5400,0.009174311926605505,7.888623853211009,0.0,8.000900090009,50,9,KF,rnr,1,60,50.0,3.0
7,0.35551999999999995,0.0038088707949432182,17776,32206.0,32224.0,0.21623725762109822,50,0,4617,0.010713520462824084,9.150632097707307,0.0,9.526315789473685,50,9,KF,rnr,1,60,50.0,3.0
8,0.29928,0.0027752225519287834,14964,34989.0,35036.0,0.17606984433279602,50,0,5342,0.009272997032640949,7.867025222551929,0.0,8.11410864017499,50,9,KF,rnr,1,60,50.0,3.0
9,0.32096,0.0033211920529801326,16048,33816.0,33952.0,0.19146702300276797,50,0,4782,0.010347682119205299,8.773799668874172,0.0,9.127607859023698,50,9,KF,rnr,1,60,50.0,3.0
0,0.99368,0.99368,49684,0.0,316.0,0.99368,50,0,0,1.0,584.92,0.58,594.2380952380952,50,9,KF,rnr,1,200,30.0,3.0
1,0.936391375,0.936391375,46827,0.0,3173.0,0.93654,50,0,0,1.0,552.1,0.48,536.6344086021505,50,9,KF,rnr,1,200,30.0,3.0
2,0.9575,0.9575,47875,0.0,2125.0,0.9575,50,0,0,1.0,590.64,0.56,580.3953488372093,50,9,KF,rnr,1,200,30.0,3.0
3,0.969883140625,0.969883140625,48498,0.0,1502.0,0.96996,50,0,0,1.0,629.24,0.6,631.9113924050633,50,9,KF,rnr,1,200,30.0,3.0
4,0.988080767578125,0.988080767578125,49408,0.0,592.0,0.98816,50,0,0,1.0,665.2,0.66,665.6666666666666,50,9,KF,rnr,1,200,30.0,3.0
5,0.98776,0.98776,49388,0.0,612.0,0.98776,50,0,0,1.0,707.14,0.7,683.931506849315,50,9,KF,rnr,1,200,30.0,3.0
6,0.9937,0.9937,49685,0.0,315.0,0.9937,50,0,0,1.0,607.76,0.6,631.9113924050633,50,9,KF,rnr,1,200,30.0,3.0
7,0.99224,0.99224,49612,0.0,388.0,0.99224,50,0,0,1.0,736.48,0.72,656.8947368421053,50,9,KF,rnr,1,200,30.0,3.0
8,0.99626,0.99626,49813,0.0,187.0,0.99626,50,0,0,1.0,744.72,0.74,693.4444444444445,50,9,KF,rnr,1,200,30.0,3.0
9,0.96356,0.96356,48178,0.0,1822.0,0.96356,50,0,0,1.0,540.84,0.48,548.4505494505495,50,9,KF,rnr,1,200,30.0,3.0
0,0.34606000000000003,0.00327027027027027,17303,32693.0,32697.0,0.209243829586543,50,0,5241,0.00945000945000945,7.980343980343981,0.0,8.295408068414204,50,9,KF,rnr,1,60,30.0,5.0
1,0.29306,0.002581116787035406,14653,35270.0,35347.0,0.17184238301864665,50,0,5627,0.008807468733485996,7.309846750044037,0.0,7.6340873769642545,50,9,KF,rnr,1,60,30.0,5.0
2,0.31620000000000004,0.0027150953116950025,15810,34170.0,34190.0,0.18783414518236902,50,0,5773,0.00858663918942126,6.902627511591963,0.0,7.447372867038351,50,9,KF,rnr,1,60,30.0,5.0
3,0.32218,0.0030065322881672268,16109,33850.0,33891.0,0.19211687537268932,50,0,5308,0.00933184023889511,7.7892870474057485,0.0,8.150805270863836,50,9,KF,rnr,1,60,30.0,5.0
4,0.33006,0.0031020676691729324,16503,33474.0,33497.0,0.19770227855380118,50,0,5270,0.009398496240601503,7.940037593984963,0.0,8.247272054743851,50,9,KF,rnr,1,60,30.0,5.0
5,0.31276000000000004,0.002823763091368725,15638,34205.0,34362.0,0.18571343744433227,50,0,5488,0.00902853015529072,7.760021668472373,0.0,7.904719501335708,50,9,KF,rnr,1,60,30.0,5.0
6,0.29986,0.002747983870967742,14993,34977.0,35007.0,0.17643597679372067,50,0,5406,0.009164222873900294,7.857954545454546,0.0,7.999280057595392,50,9,KF,rnr,1,60,30.0,5.0
7,0.35553999999999997,0.00380419430772523,17777,32219.0,32223.0,0.21621523005631302,50,0,4623,0.010699764605178685,9.199015621656324,0.0,9.54407423028258,50,9,KF,rnr,1,60,30.0,5.0
8,0.29928,0.00277573734001113,14964,34987.0,35036.0,0.17607398778636732,50,0,5341,0.009274717121127806,7.844370246707475,0.0,8.102494083378845,50,9,KF,rnr,1,60,30.0,5.0
9,0.32094,0.0033175522017779616,16047,33817.0,33953.0,0.1914528079029314,50,0,4787,0.010336985734959685,8.739921438908414,0.0,9.111223458038422,50,9,KF,rnr,1,60,30.0,5.0
0,0.34592,0.0032517390486933636,17296,32701.0,32704.0,0.20913894632471192,50,0,5269,0.009400263207369806,7.957322805038541,0.0,8.240436148586213,50,9,KF,rnr,1,60,30.0,10.0
1,0.29390000000000005,0.002584872471416007,14695,35229.0,35305.0,0.17241783899846297,50,0,5635,0.008795074758135445,7.323131046613896,0.0,7.628127696289905,50,9,KF,rnr,1,60,30.0,10.0
2,0.3187,0.002736092032967033,15935,34060.0,34065.0,0.18956697596954555,50,0,5774,0.008585164835164836,7.024038461538462,0.0,7.440243079000675,50,9,KF,rnr,1,60,30.0,10.0
3,0.31874,0.0029772090416588827,15937,34001.0,34063.0,0.18972393185795408,50,0,5303,0.009340556697179151,7.75079394731926,0.0,8.154155986818015,50,9,KF,rnr,1,60,30.0,10.0
4,0.33006,0.0030956668542487338,16503,33474.0,33497.0,0.19770227855380118,50,0,5281,0.009379103357719002,7.900393922341024,0.0,8.226794611551947,50,9,KF,rnr,1,60,30.0,10.0
5,0.31276000000000004,0.0028201983769161405,15638,34206.0,34362.0,0.18571123197871886,50,0,5495,0.009017132551848512,7.750946798917944,0.0,7.890469416785206,50,9,KF,rnr,1,60,30.0,10.0
6,0.29986,0.0027474803005314275,14993,34976.0,35007.0,0.17643805309734514,50,0,5407,0.00916254352208173,7.810335349092909,0.0,8.004141905276427,50,9,KF,rnr,1,60,30.0,10.0
7,0.35553999999999997,0.0037960708947256034,17777,32219.0,32223.0,0.21621523005631302,50,0,4633,0.010676916506512918,9.14926329276105,0.0,9.51967178624027,50,9,KF,rnr,1,60,30.0,10.0
8,0.29713999999999996,0.002746210720887246,14857,34992.0,35143.0,0.1748046875,50,0,5360,0.009242144177449169,7.786691312384473,0.0,8.061254077564335,50,9,KF,rnr,1,60,30.0,10.0
9,0.32094,0.003303891290920321,16047,33817.0,33953.0,0.1914528079029314,50,0,4807,0.010294420424130122,8.71278567016677,0.0,9.066438494060801,50,9,KF,rnr,1,60,30.0,10.0
0,0.988,0.988,49400,0.0,600.0,0.988,50,0,0,1.0,568.78,0.56,554.5555555555555,50,9,KF,rnr,1,200,15.0,10.0
1,0.95208,0.95208,47604,0.0,2396.0,0.95208,50,0,0,1.0,693.8,0.62,640.025641025641,50,9,KF,rnr,1,200,15.0,10.0
2,0.98124,0.98124,49062,0.0,938.0,0.98124,50,0,0,1.0,621.48,0.6,608.7560975609756,50,9,KF,rnr,1,200,15.0,10.0
3,0.968143140625,0.968143140625,48411,0.0,1589.0,0.96822,50,0,0,1.0,551.14,0.52,587.2352941176471,50,9,KF,rnr,1,200,15.0,10.0
4,0.99118,0.99118,49559,0.0,441.0,0.99118,50,0,0,1.0,702.64,0.7,703.2253521126761,50,9,KF,rnr,1,200,15.0,10.0
5,0.98994,0.98994,49497,0.0,503.0,0.98994,50,0,0,1.0,825.48,0.82,780.25,50,9,KF,rnr,1,200,15.0,10.0
6,0.98886,0.98886,49443,0.0,557.0,0.98886,50,0,0,1.0,591.3,0.58,608.7560975609756,50,9,KF,rnr,1,200,15.0,10.0
7,0.9817,0.9817,49085,0.0,915.0,0.9817,50,0,0,1.0,798.54,0.78,703.2253521126761,50,9,KF,rnr,1,200,15.0,10.0
8,0.98988,0.98988,49494,0.0,506.0,0.98988,50,0,0,1.0,530.4,0.52,567.1818181818181,50,9,KF,rnr,1,200,15.0,10.0
9,0.9725785546875,0.9725785546875,48632,0.0,1368.0,0.97264,50,0,0,1.0,516.38,0.46,453.54545454545456,50,9,KF,rnr,1,200,15.0,10.0
0,0.9937,0.9937,49685,0.0,315.0,0.9937,50,0,0,1.0,584.92,0.58,601.4096385542168,50,9,KF,rnr,1,200,30.0,5.0
1,0.932171375,0.932171375,46616,0.0,3384.0,0.93232,50,0,0,1.0,588.38,0.5,560.7977528089888,50,9,KF,rnr,1,200,30.0,5.0
2,0.98184,0.98184,49092,0.0,908.0,0.98184,50,0,0,1.0,697.28,0.68,665.6666666666666,50,9,KF,rnr,1,200,30.0,5.0
3,0.988543140625,0.988543140625,49431,0.0,569.0,0.98862,50,0,0,1.0,629.24,0.6,601.4096385542168,50,9,KF,rnr,1,200,30.0,5.0
4,0.988420767578125,0.988420767578125,49425,0.0,575.0,0.9885,50,0,0,1.0,687.56,0.68,683.931506849315,50,9,KF,rnr,1,200,30.0,5.0
5,0.98926,0.98926,49463,0.0,537.0,0.98926,50,0,0,1.0,750.68,0.74,713.2857142857143,50,9,KF,rnr,1,200,30.0,5.0
6,0.99366,0.99366,49683,0.0,317.0,0.99366,50,0,0,1.0,626.26,0.62,616.283950617284,50,9,KF,rnr,1,200,30.0,5.0
7,0.9929,0.9929,49645,0.0,355.0,0.9929,50,0,0,1.0,795.66,0.78,723.6376811594203,50,9,KF,rnr,1,200,30.0,5.0
8,0.99626,0.99626,49813,0.0,187.0,0.99626,50,0,0,1.0,744.72,0.74,693.4444444444445,50,9,KF,rnr,1,200,30.0,5.0
9,0.96384,0.96384,48192,0.0,1808.0,0.96384,50,0,0,1.0,540.44,0.48,484.43689320388347,50,9,KF,rnr,1,200,30.0,5.0
0,0.98806,0.98806,49403,0.0,597.0,0.98806,50,0,0,1.0,584.92,0.58,587.2352941176471,50,9,KF,rnr,1,200,30.0,10.0
1,0.96174,0.96174,48087,0.0,1913.0,0.96174,50,0,0,1.0,584.62,0.52,573.7126436781609,50,9,KF,rnr,1,200,30.0,10.0
2,0.98132,0.98132,49066,0.0,934.0,0.98132,50,0,0,1.0,677.54,0.66,674.6756756756756,50,9,KF,rnr,1,200,30.0,10.0
3,0.987183140625,0.987183140625,49363,0.0,637.0,0.98726,50,0,0,1.0,590.64,0.56,616.283950617284,50,9,KF,rnr,1,200,30.0,10.0
4,0.9908,0.9908,49540,0.0,460.0,0.9908,50,0,0,1.0,725.04,0.72,713.2857142857143,50,9,KF,rnr,1,200,30.0,10.0
5,0.98914,0.98914,49457,0.0,543.0,0.98914,50,0,0,1.0,786.28,0.78,756.5757575757576,50,9,KF,rnr,1,200,30.0,10.0
6,0.99358,0.99358,49679,0.0,321.0,0.99358,50,0,0,1.0,606.54,0.6,601.4096385542168,50,9,KF,rnr,1,200,30.0,10.0
7,0.9819599999999999,0.98196,49098,0.0,902.0,0.98196,50,0,0,1.0,818.28,0.8,723.6376811594203,50,9,KF,rnr,1,200,30.0,10.0
8,0.99634,0.99634,49817,0.0,183.0,0.99634,50,0,0,1.0,687.54,0.68,656.8947368421053,50,9,KF,rnr,1,200,30.0,10.0
9,0.96722334375,0.96722334375,48363,0.0,1637.0,0.96726,50,0,0,1.0,574.74,0.5,461.962962962963,50,9,KF,rnr,1,200,30.0,10.0
0,0.9879,0.9879,49395,0.0,605.0,0.9879,50,0,0,1.0,530.9,0.52,554.5555555555555,50,9,KF,rnr,1,200,50.0,3.0
1,0.935951375,0.935951375,46805,0.0,3195.0,0.9361,50,0,0,1.0,552.1,0.48,548.4505494505495,50,9,KF,rnr,1,200,50.0,3.0
2,0.9575,0.9575,47875,0.0,2125.0,0.9575,50,0,0,1.0,590.64,0.56,580.3953488372093,50,9,KF,rnr,1,200,50.0,3.0
3,0.988443140625,0.988443140625,49426,0.0,574.0,0.98852,50,0,0,1.0,650.68,0.64,648.3506493506494,50,9,KF,rnr,1,200,50.0,3.0
4,0.987500767578125,0.987500767578125,49379,0.0,621.0,0.98758,50,0,0,1.0,645.44,0.64,674.6756756756756,50,9,KF,rnr,1,200,50.0,3.0
5,0.98694,0.98694,49347,0.0,653.0,0.98694,50,0,0,1.0,667.56,0.66,631.9113924050633,50,9,KF,rnr,1,200,50.0,3.0
6,0.99404,0.99404,49702,0.0,298.0,0.99404,50,0,0,1.0,607.76,0.6,587.2352941176471,50,9,KF,rnr,1,200,50.0,3.0
7,0.99194,0.99194,49597,0.0,403.0,0.99194,50,0,0,1.0,716.78,0.7,648.3506493506494,50,9,KF,rnr,1,200,50.0,3.0
8,0.98692,0.98692,49346,0.0,654.0,0.98692,50,0,0,1.0,711.44,0.7,608.7560975609756,50,9,KF,rnr,1,200,50.0,3.0
9,0.96996,0.96996,48498,0.0,1502.0,0.96996,50,0,0,1.0,540.84,0.48,560.7977528089888,50,9,KF,rnr,1,200,50.0,3.0
0,0.34592,0.00326278060743256,17296,32701.0,32704.0,0.20913894632471192,50,0,5251,0.009432182607055273,7.992642897566497,0.0,8.28332714444857,50,9,KF,rnr,1,60,50.0,10.0
1,0.29390000000000005,0.002586692483717655,14695,35229.0,35305.0,0.17241783899846297,50,0,5631,0.008801267382503081,7.326350994543215,0.0,7.631106507854307,50,9,KF,rnr,1,60,50.0,10.0
2,0.31620000000000004,0.0027141630901287555,15810,34170.0,34190.0,0.18783414518236902,50,0,5775,0.008583690987124463,6.900600858369098,0.0,7.4430935494765285,50,9,KF,rnr,1,60,50.0,10.0
3,0.32218,0.0030070935224939333,16109,33850.0,33891.0,0.19211687537268932,50,0,5307,0.009333582228859437,7.77954078775434,0.0,8.142439202779302,50,9,KF,rnr,1,60,50.0,10.0
4,0.33006,0.0031014846833302013,16503,33474.0,33497.0,0.19770227855380118,50,0,5271,0.009396729937981583,7.93873332080436,0.0,8.243852837862821,50,9,KF,rnr,1,60,50.0,10.0
5,0.31276000000000004,0.002821215948042576,15638,34206.0,34362.0,0.18571123197871886,50,0,5493,0.009020386072523904,7.753382644777196,0.0,7.896797153024911,50,9,KF,rnr,1,60,50.0,10.0
6,0.29986,0.002747983870967742,14993,34976.0,35007.0,0.17643805309734514,50,0,5406,0.009164222873900294,7.854838709677419,0.0,8.000900090009,50,9,KF,rnr,1,60,50.0,10.0
7,0.35553999999999997,0.003796881674498078,17777,32219.0,32223.0,0.21621523005631302,50,0,4632,0.010679196924391286,9.181332763776163,0.0,9.524100189433803,50,9,KF,rnr,1,60,50.0,10.0
8,0.29932000000000003,0.002775593471810089,14966,34987.0,35034.0,0.1760975207972984,50,0,5342,0.009272997032640949,7.81713649851632,0.0,8.094216078574027,50,9,KF,rnr,1,60,50.0,10.0
9,0.32094,0.003316866473749483,16047,33817.0,33953.0,0.1914528079029314,50,0,4788,0.010334849111202976,8.736047953699876,0.0,9.105092966855295,50,9,KF,rnr,1,60,50.0,10.0
0,0.9937,0.9937,49685,0.0,315.0,0.9937,50,0,0,1.0,584.92,0.58,601.4096385542168,50,9,KF,rnr,1,200,50.0,10.0
1,0.942696015625,0.942696015625,47136,0.0,2864.0,0.94272,50,0,0,1.0,593.54,0.52,587.2352941176471,50,9,KF,rnr,1,200,50.0,10.0
2,0.98184,0.98184,49092,0.0,908.0,0.98184,50,0,0,1.0,697.28,0.68,665.6666666666666,50,9,KF,rnr,1,200,50.0,10.0
3,0.988543140625,0.988543140625,49431,0.0,569.0,0.98862,50,0,0,1.0,629.24,0.6,601.4096385542168,50,9,KF,rnr,1,200,50.0,10.0
4,0.98858,0.98858,49429,0.0,571.0,0.98858,50,0,0,1.0,672.66,0.66,640.025641025641,50,9,KF,rnr,1,200,50.0,10.0
5,0.9885,0.9885,49425,0.0,575.0,0.9885,50,0,0,1.0,750.72,0.74,734.2941176470588,50,9,KF,rnr,1,200,50.0,10.0
6,0.99366,0.99366,49683,0.0,317.0,0.99366,50,0,0,1.0,626.26,0.62,616.283950617284,50,9,KF,rnr,1,200,50.0,10.0
7,0.97882,0.97882,48941,0.0,1059.0,0.97882,50,0,0,1.0,776.02,0.76,723.6376811594203,50,9,KF,rnr,1,200,50.0,10.0
8,0.99626,0.99626,49813,0.0,187.0,0.99626,50,0,0,1.0,744.72,0.74,693.4444444444445,50,9,KF,rnr,1,200,50.0,10.0
9,0.96374334375,0.96374334375,48189,0.0,1811.0,0.96378,50,0,0,1.0,540.44,0.48,461.962962962963,50,9,KF,rnr,1,200,50.0,10.0
0,0.99368,0.99368,49684,0.0,316.0,0.99368,50,0,0,1.0,584.92,0.58,594.2380952380952,50,9,KF,rnr,1,200,50.0,5.0
1,0.936391375,0.936391375,46827,0.0,3173.0,0.93654,50,0,0,1.0,552.1,0.48,536.6344086021505,50,9,KF,rnr,1,200,50.0,5.0
2,0.9575,0.9575,47875,0.0,2125.0,0.9575,50,0,0,1.0,590.64,0.56,580.3953488372093,50,9,KF,rnr,1,200,50.0,5.0
3,0.969883140625,0.969883140625,48498,0.0,1502.0,0.96996,50,0,0,1.0,629.24,0.6,631.9113924050633,50,9,KF,rnr,1,200,50.0,5.0
4,0.988080767578125,0.988080767578125,49408,0.0,592.0,0.98816,50,0,0,1.0,665.2,0.66,665.6666666666666,50,9,KF,rnr,1,200,50.0,5.0
5,0.98776,0.98776,49388,0.0,612.0,0.98776,50,0,0,1.0,707.14,0.7,683.931506849315,50,9,KF,rnr,1,200,50.0,5.0
6,0.9937,0.9937,49685,0.0,315.0,0.9937,50,0,0,1.0,607.76,0.6,631.9113924050633,50,9,KF,rnr,1,200,50.0,5.0
7,0.99224,0.99224,49612,0.0,388.0,0.99224,50,0,0,1.0,736.48,0.72,656.8947368421053,50,9,KF,rnr,1,200,50.0,5.0
8,0.99626,0.99626,49813,0.0,187.0,0.99626,50,0,0,1.0,744.72,0.74,693.4444444444445,50,9,KF,rnr,1,200,50.0,5.0
9,0.96356,0.96356,48178,0.0,1822.0,0.96356,50,0,0,1.0,540.84,0.48,548.4505494505495,50,9,KF,rnr,1,200,50.0,5.0
0,0.969123962890625,0.969123962890625,48457,0.0,1543.0,0.96914,50,0,0,1.0,466.86,0.44,494.0495049504951,50,11,KF,rnr,1,200,5.0,10.0
1,0.97146,0.97146,48573,0.0,1427.0,0.97146,50,0,0,1.0,463.0,0.44,426.35042735042737,50,11,KF,rnr,1,200,5.0,10.0
2,0.97028,0.97028,48514,0.0,1486.0,0.97028,50,0,0,1.0,562.84,0.52,509.2040816326531,50,11,KF,rnr,1,200,5.0,10.0
3,0.9514966875,0.9328398897058824,47581,30.0,2419.0,0.9510493703777734,50,0,1,0.9803921568627451,521.5098039215686,0.47058823529411764,514.4639175257732,50,11,KF,rnr,1,200,5.0,10.0
4,0.97472,0.97472,48736,0.0,1264.0,0.97472,50,0,0,1.0,419.14,0.4,466.2897196261682,50,11,KF,rnr,1,200,5.0,10.0
5,0.97802,0.97802,48901,0.0,1099.0,0.97802,50,0,0,1.0,518.18,0.5,554.5555555555555,50,11,KF,rnr,1,200,5.0,10.0
6,0.95572,0.95572,47786,0.0,2214.0,0.95572,50,0,0,1.0,579.52,0.54,530.9148936170212,50,11,KF,rnr,1,200,5.0,10.0
7,0.9424519765625,0.9424519765625,47124,0.0,2876.0,0.94248,50,0,0,1.0,561.62,0.54,573.7126436781609,50,11,KF,rnr,1,200,5.0,10.0
8,0.97448,0.97448,48724,0.0,1276.0,0.97448,50,0,0,1.0,503.22,0.48,580.3953488372093,50,11,KF,rnr,1,200,5.0,10.0
9,0.96723762109375,0.96723762109375,48366,0.0,1634.0,0.96732,50,0,0,1.0,534.08,0.52,567.1818181818181,50,11,KF,rnr,1,200,5.0,10.0
0,0.975703962890625,0.975703962890625,48786,0.0,1214.0,0.97572,50,0,0,1.0,482.22,0.46,525.3157894736842,50,11,KF,rnr,1,200,5.0,3.0
1,0.97566,0.97566,48783,0.0,1217.0,0.97566,50,0,0,1.0,535.02,0.5,461.962962962963,50,11,KF,rnr,1,200,5.0,3.0
2,0.97516,0.97516,48758,0.0,1242.0,0.97516,50,0,0,1.0,580.46,0.54,499.0,50,11,KF,rnr,1,200,5.0,3.0
3,0.973871484375,0.973871484375,48707,0.0,1293.0,0.97414,50,0,0,1.0,588.04,0.56,548.4505494505495,50,11,KF,rnr,1,200,5.0,3.0
4,0.97714,0.97714,48857,0.0,1143.0,0.97714,50,0,0,1.0,382.96,0.36,445.42857142857144,50,11,KF,rnr,1,200,5.0,3.0
5,0.983803078125,0.983803078125,49192,0.0,808.0,0.98384,50,0,0,1.0,532.84,0.52,567.1818181818181,50,11,KF,rnr,1,200,5.0,3.0
6,0.96976,0.96976,48488,0.0,1512.0,0.96976,50,0,0,1.0,631.94,0.6,554.5555555555555,50,11,KF,rnr,1,200,5.0,3.0
7,0.9504119765625,0.9504119765625,47522,0.0,2478.0,0.95044,50,0,0,1.0,551.52,0.52,594.2380952380952,50,11,KF,rnr,1,200,5.0,3.0
8,0.98378,0.98378,49189,0.0,811.0,0.98378,50,0,0,1.0,575.08,0.56,594.2380952380952,50,11,KF,rnr,1,200,5.0,3.0
9,0.98438596875,0.98438596875,49221,0.0,779.0,0.98442,50,0,0,1.0,677.8,0.66,693.4444444444445,50,11,KF,rnr,1,200,5.0,3.0
0,0.980903962890625,0.980903962890625,49046,0.0,954.0,0.98092,50,0,0,1.0,609.66,0.58,640.025641025641,50,11,KF,rnr,1,200,15.0,3.0
1,0.9704,0.9704,48520,0.0,1480.0,0.9704,50,0,0,1.0,533.96,0.52,489.19607843137254,50,11,KF,rnr,1,200,15.0,3.0
2,0.98058,0.98058,49029,0.0,971.0,0.98058,50,0,0,1.0,602.86,0.56,560.7977528089888,50,11,KF,rnr,1,200,15.0,3.0
3,0.976651484375,0.976651484375,48846,0.0,1154.0,0.97692,50,0,0,1.0,665.9,0.64,587.2352941176471,50,11,KF,rnr,1,200,15.0,3.0
4,0.9847,0.9847,49235,0.0,765.0,0.9847,50,0,0,1.0,540.2,0.52,530.9148936170212,50,11,KF,rnr,1,200,15.0,3.0
5,0.983343078125,0.983343078125,49169,0.0,831.0,0.98338,50,0,0,1.0,494.78,0.48,536.6344086021505,50,11,KF,rnr,1,200,15.0,3.0
6,0.99408,0.99408,49704,0.0,296.0,0.99408,50,0,0,1.0,637.08,0.62,631.9113924050633,50,11,KF,rnr,1,200,15.0,3.0
7,0.9575119765625,0.9575119765625,47877,0.0,2123.0,0.95754,50,0,0,1.0,583.68,0.56,560.7977528089888,50,11,KF,rnr,1,200,15.0,3.0
8,0.97864,0.97864,48932,0.0,1068.0,0.97864,50,0,0,1.0,540.16,0.52,587.2352941176471,50,11,KF,rnr,1,200,15.0,3.0
9,0.984273287109375,0.984273287109375,49217,0.0,783.0,0.98434,50,0,0,1.0,638.46,0.62,640.025641025641,50,11,KF,rnr,1,200,15.0,3.0
0,0.975963962890625,0.975963962890625,48799,0.0,1201.0,0.97598,50,0,0,1.0,483.08,0.46,499.0,50,11,KF,rnr,1,200,5.0,5.0
1,0.97486,0.97486,48743,0.0,1257.0,0.97486,50,0,0,1.0,462.9,0.44,430.0344827586207,50,11,KF,rnr,1,200,5.0,5.0
2,0.97636,0.97636,48818,0.0,1182.0,0.97636,50,0,0,1.0,602.96,0.56,554.5555555555555,50,11,KF,rnr,1,200,5.0,5.0
3,0.973511484375,0.973511484375,48689,0.0,1311.0,0.97378,50,0,0,1.0,588.12,0.56,548.4505494505495,50,11,KF,rnr,1,200,5.0,5.0
4,0.97456,0.97456,48728,0.0,1272.0,0.97456,50,0,0,1.0,409.9,0.38,445.42857142857144,50,11,KF,rnr,1,200,5.0,5.0
5,0.98464,0.98464,49232,0.0,768.0,0.98464,50,0,0,1.0,572.0,0.56,580.3953488372093,50,11,KF,rnr,1,200,5.0,5.0
6,0.9626,0.9626,48130,0.0,1870.0,0.9626,50,0,0,1.0,628.36,0.58,542.4782608695652,50,11,KF,rnr,1,200,5.0,5.0
7,0.9424119765625,0.9424119765625,47122,0.0,2878.0,0.94244,50,0,0,1.0,552.48,0.52,573.7126436781609,50,11,KF,rnr,1,200,5.0,5.0
8,0.97762,0.97762,48881,0.0,1119.0,0.97762,50,0,0,1.0,521.34,0.5,594.2380952380952,50,11,KF,rnr,1,200,5.0,5.0
9,0.97958596875,0.97958596875,48981,0.0,1019.0,0.97962,50,0,0,1.0,581.2,0.56,608.7560975609756,50,11,KF,rnr,1,200,5.0,5.0
0,0.977043962890625,0.977043962890625,48853,0.0,1147.0,0.97706,50,0,0,1.0,501.94,0.48,580.3953488372093,50,11,KF,rnr,1,200,15.0,5.0
