,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,mean_vel,method,data,lookBack,maxCost,sigAcc,sigMeas,sigPos
3,0.001930749999999981,0.0019211442786069653,387,199600.0,13.0,0.001935,200,0,1,0.9950248756218906,0.9203980099502488,0.0,0.8691588785046729,200,7,imm2,rnr,1,190,15.0,10.0,10.0
4,0.0019900000000000473,0.0019800995024875623,398,199600.0,2.0,0.00199,200,0,1,0.9950248756218906,0.9800995024875622,0.0,0.9801980198019802,200,7,imm2,rnr,1,190,15.0,10.0,10.0
5,0.0019200000000000328,0.00191044776119403,384,199600.0,16.0,0.00192,200,0,1,0.9950248756218906,0.9104477611940298,0.0,0.8518518518518519,200,7,imm2,rnr,1,190,15.0,10.0,10.0
6,0.0019799999999999818,0.0019701492537313433,396,199600.0,4.0,0.00198,200,0,1,0.9950248756218906,0.9701492537313433,0.0,0.9607843137254902,200,7,imm2,rnr,1,190,15.0,10.0,10.0
7,0.0019000000000000128,0.001890547263681592,380,199600.0,20.0,0.0019,200,0,1,0.9950248756218906,0.8905472636815921,0.0,0.8181818181818182,200,7,imm2,rnr,1,190,15.0,10.0,10.0
8,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,10.0,10.0
9,0.00189499999999998,0.0018855721393034827,379,199600.0,21.0,0.001895,200,0,1,0.9950248756218906,0.8855721393034826,0.0,0.8099547511312217,200,7,imm2,rnr,1,190,15.0,10.0,10.0
0,0.89735328125,0.89735328125,179474,0.0,20526.0,0.89737,200,0,0,1.0,532.735,0.445,517.1347150259068,200,3,imm2,rnr,1,90,15.0,15.0,90.0
1,0.9060873359375,0.9060873359375,181225,0.0,18775.0,0.906125,200,0,0,1.0,524.12,0.44,500.2531328320802,200,3,imm2,rnr,1,90,15.0,15.0,90.0
2,0.89141840625,0.89141840625,178300,0.0,21700.0,0.8915,200,0,0,1.0,478.16,0.42,441.4778761061947,200,3,imm2,rnr,1,90,15.0,15.0,90.0
3,0.9184197187500001,0.91841971875,183704,0.0,16296.0,0.91852,200,0,0,1.0,522.68,0.455,500.2531328320802,200,3,imm2,rnr,1,90,15.0,15.0,90.0
4,0.8941245859375,0.8941245859375,178843,0.0,21157.0,0.894215,200,0,0,1.0,494.865,0.43,464.1162790697674,200,3,imm2,rnr,1,90,15.0,15.0,90.0
5,0.9331378828125,0.9331378828125,186649,0.0,13351.0,0.933245,200,0,0,1.0,540.515,0.49,515.795865633075,200,3,imm2,rnr,1,90,15.0,15.0,90.0
6,0.9122325234374999,0.9122325234375,182474,0.0,17526.0,0.91237,200,0,0,1.0,549.055,0.48,532.3333333333334,200,3,imm2,rnr,1,90,15.0,15.0,90.0
7,0.910028390625,0.910028390625,182059,0.0,17941.0,0.910295,200,0,0,1.0,512.98,0.45,495.27791563275434,200,3,imm2,rnr,1,90,15.0,15.0,90.0
8,0.9246949453125,0.9246949453125,184954,0.0,15046.0,0.92477,200,0,0,1.0,515.675,0.46,461.962962962963,200,3,imm2,rnr,1,90,15.0,15.0,90.0
9,0.9081776015625,0.9081776015625,181662,0.0,18338.0,0.90831,200,0,0,1.0,536.555,0.47,480.9277108433735,200,3,imm2,rnr,1,90,15.0,15.0,90.0
0,0.013403562499999966,0.013336878109452737,2682,197200.0,118.0,0.01341,200,0,1,0.9950248756218906,11.2636815920398,0.0,8.30232558139535,200,7,imm2,rnr,1,190,15.0,15.0,10.0
1,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,15.0,10.0
2,0.0019050000000000455,0.0018955223880597015,381,199600.0,19.0,0.001905,200,0,1,0.9950248756218906,0.8955223880597015,0.0,0.8264840182648402,200,7,imm2,rnr,1,190,15.0,15.0,10.0
3,0.001930749999999981,0.0019211442786069653,387,199600.0,13.0,0.001935,200,0,1,0.9950248756218906,0.9203980099502488,0.0,0.8691588785046729,200,7,imm2,rnr,1,190,15.0,15.0,10.0
4,0.0019900000000000473,0.0019800995024875623,398,199600.0,2.0,0.00199,200,0,1,0.9950248756218906,0.9800995024875622,0.0,0.9801980198019802,200,7,imm2,rnr,1,190,15.0,15.0,10.0
5,0.0019200000000000328,0.00191044776119403,384,199600.0,16.0,0.00192,200,0,1,0.9950248756218906,0.9104477611940298,0.0,0.8518518518518519,200,7,imm2,rnr,1,190,15.0,15.0,10.0
6,0.0019799999999999818,0.0019701492537313433,396,199600.0,4.0,0.00198,200,0,1,0.9950248756218906,0.9701492537313433,0.0,0.9607843137254902,200,7,imm2,rnr,1,190,15.0,15.0,10.0
7,0.0019000000000000128,0.001890547263681592,380,199600.0,20.0,0.0019,200,0,1,0.9950248756218906,0.8905472636815921,0.0,0.8181818181818182,200,7,imm2,rnr,1,190,15.0,15.0,10.0
8,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,15.0,10.0
9,0.00189499999999998,0.0018855721393034827,379,199600.0,21.0,0.001895,200,0,1,0.9950248756218906,0.8855721393034826,0.0,0.8099547511312217,200,7,imm2,rnr,1,190,15.0,15.0,10.0
0,0.974665759765625,0.974665759765625,194966,0.0,5034.0,0.97483,200,0,0,1.0,900.22,0.865,825.4462809917355,200,1,imm2,rnr,1,50,90.0,15.0,30.0
1,0.9754201484375,0.9754201484375,195123,0.0,4877.0,0.975615,200,0,0,1.0,883.98,0.835,805.4516129032259,200,1,imm2,rnr,1,50,90.0,15.0,30.0
2,0.97922990625,0.97922990625,195880,0.0,4120.0,0.9794,200,0,0,1.0,872.41,0.855,812.0081300813008,200,1,imm2,rnr,1,50,90.0,15.0,30.0
3,0.95334149609375,0.95334149609375,190706,0.0,9294.0,0.95353,200,0,0,1.0,827.795,0.77,739.7407407407408,200,1,imm2,rnr,1,50,90.0,15.0,30.0
4,0.97754658984375,0.97754658984375,195543,0.0,4457.0,0.977715,200,0,0,1.0,890.385,0.855,832.3333333333334,200,1,imm2,rnr,1,50,90.0,15.0,30.0
5,0.979387982421875,0.979387982421875,195930,0.0,4070.0,0.97965,200,0,0,1.0,878.05,0.835,745.2686567164179,200,1,imm2,rnr,1,50,90.0,15.0,30.0
6,0.97297788671875,0.97297788671875,194647,0.0,5353.0,0.973235,200,0,0,1.0,862.745,0.825,774.1937984496124,200,1,imm2,rnr,1,50,90.0,15.0,30.0
7,0.984696689453125,0.984696689453125,196958,0.0,3042.0,0.98479,200,0,0,1.0,931.43,0.89,868.5652173913044,200,1,imm2,rnr,1,50,90.0,15.0,30.0
8,0.98753217578125,0.98753217578125,197532,0.0,2468.0,0.98766,200,0,0,1.0,863.0,0.825,762.3587786259542,200,1,imm2,rnr,1,50,90.0,15.0,30.0
9,0.967824328125,0.967824328125,193594,0.0,6406.0,0.96797,200,0,0,1.0,833.945,0.775,734.2941176470588,200,1,imm2,rnr,1,50,90.0,15.0,30.0
0,0.9743708359375,0.9743708359375,194907,0.0,5093.0,0.974535,200,0,0,1.0,889.785,0.855,812.0081300813008,200,1,imm2,rnr,1,50,15.0,15.0,90.0
1,0.974455392578125,0.974455392578125,194938,0.0,5062.0,0.97469,200,0,0,1.0,881.785,0.835,799.0,200,1,imm2,rnr,1,50,15.0,15.0,90.0
2,0.97585540625,0.97585540625,195201,0.0,4799.0,0.976005,200,0,0,1.0,852.62,0.825,780.25,200,1,imm2,rnr,1,50,15.0,15.0,90.0
3,0.9607023359375,0.9607023359375,192174,0.0,7826.0,0.96087,200,0,0,1.0,831.73,0.78,745.2686567164179,200,1,imm2,rnr,1,50,15.0,15.0,90.0
4,0.9669445859375,0.9669445859375,193417,0.0,6583.0,0.967085,200,0,0,1.0,855.825,0.82,812.0081300813008,200,1,imm2,rnr,1,50,15.0,15.0,90.0
5,0.972582876953125,0.972582876953125,194568,0.0,5432.0,0.97284,200,0,0,1.0,854.36,0.805,748.0636704119851,200,1,imm2,rnr,1,50,15.0,15.0,90.0
6,0.975463869140625,0.975463869140625,195127,0.0,4873.0,0.975635,200,0,0,1.0,860.41,0.82,768.2307692307693,200,1,imm2,rnr,1,50,15.0,15.0,90.0
7,0.98062212890625,0.98062212890625,196139,0.0,3861.0,0.980695,200,0,0,1.0,946.73,0.91,868.5652173913044,200,1,imm2,rnr,1,50,15.0,15.0,90.0
8,0.982922958984375,0.982922958984375,196615,0.0,3385.0,0.983075,200,0,0,1.0,865.61,0.825,756.5757575757576,200,1,imm2,rnr,1,50,15.0,15.0,90.0
9,0.965961234375,0.965961234375,193224,0.0,6776.0,0.96612,200,0,0,1.0,841.83,0.785,768.2307692307693,200,1,imm2,rnr,1,50,15.0,15.0,90.0
0,0.96349862890625,0.96349862890625,192712,0.0,7288.0,0.96356,200,0,0,1.0,796.43,0.765,705.7137809187279,200,3,imm2,rnr,1,90,90.0,10.0,90.0
1,0.96271402734375,0.96271402734375,192552,0.0,7448.0,0.96276,200,0,0,1.0,730.725,0.665,606.90273556231,200,3,imm2,rnr,1,90,90.0,10.0,90.0
2,0.9450514140625,0.9450514140625,189027,0.0,10973.0,0.945135,200,0,0,1.0,665.575,0.6,596.0149253731344,200,3,imm2,rnr,1,90,90.0,10.0,90.0
3,0.9662098046875,0.9662098046875,193264,0.0,6736.0,0.96632,200,0,0,1.0,725.54,0.685,670.1409395973154,200,3,imm2,rnr,1,90,90.0,10.0,90.0
4,0.9605376875,0.9605376875,192123,0.0,7877.0,0.960615,200,0,0,1.0,728.39,0.69,631.9113924050633,200,3,imm2,rnr,1,90,90.0,10.0,90.0
5,0.9651439609375,0.9651439609375,193050,0.0,6950.0,0.96525,200,0,0,1.0,730.545,0.695,688.6551724137931,200,3,imm2,rnr,1,90,90.0,10.0,90.0
6,0.97359113671875,0.97359113671875,194732,0.0,5268.0,0.97366,200,0,0,1.0,795.585,0.77,765.2835249042146,200,3,imm2,rnr,1,90,90.0,10.0,90.0
7,0.96739345703125,0.96739345703125,193492,0.0,6508.0,0.96746,200,0,0,1.0,711.135,0.675,644.1612903225806,200,3,imm2,rnr,1,90,90.0,10.0,90.0
8,0.9711222734375,0.9711222734375,194231,0.0,5769.0,0.971155,200,0,0,1.0,684.885,0.66,625.9592476489029,200,3,imm2,rnr,1,90,90.0,10.0,90.0
9,0.9607643984375001,0.9607643984375,192173,0.0,7827.0,0.960865,200,0,0,1.0,734.145,0.69,612.4969325153374,200,3,imm2,rnr,1,90,90.0,10.0,90.0
0,0.973685296875,0.973685296875,194779,0.0,5221.0,0.973895,200,0,0,1.0,885.325,0.855,812.0081300813008,200,1,imm2,rnr,1,90,90.0,5.0,30.0
1,0.983473701171875,0.983473701171875,196735,0.0,3265.0,0.983675,200,0,0,1.0,900.06,0.865,839.3361344537815,200,1,imm2,rnr,1,90,90.0,5.0,30.0
2,0.97613028125,0.97613028125,195259,0.0,4741.0,0.976295,200,0,0,1.0,884.5,0.86,818.672131147541,200,1,imm2,rnr,1,90,90.0,5.0,30.0
3,0.9625270703125,0.9625270703125,192534,0.0,7466.0,0.96267,200,0,0,1.0,873.955,0.83,799.0,200,1,imm2,rnr,1,90,90.0,5.0,30.0
4,0.979415919921875,0.979415919921875,195897,0.0,4103.0,0.979485,200,0,0,1.0,898.13,0.87,853.7008547008547,200,1,imm2,rnr,1,90,90.0,5.0,30.0
5,0.97607378515625,0.97607378515625,195262,0.0,4738.0,0.97631,200,0,0,1.0,869.87,0.82,795.8127490039841,200,1,imm2,rnr,1,90,90.0,5.0,30.0
6,0.96426834765625,0.96426834765625,192898,0.0,7102.0,0.96449,200,0,0,1.0,844.57,0.805,792.6507936507936,200,1,imm2,rnr,1,90,90.0,5.0,30.0
7,0.970677015625,0.970677015625,194172,0.0,5828.0,0.97086,200,0,0,1.0,903.46,0.855,846.457627118644,200,1,imm2,rnr,1,90,90.0,5.0,30.0
8,0.987727189453125,0.987727189453125,197578,0.0,2422.0,0.98789,200,0,0,1.0,866.215,0.825,774.1937984496124,200,1,imm2,rnr,1,90,90.0,5.0,30.0
9,0.94784669140625,0.94784669140625,189604,0.0,10396.0,0.94802,200,0,0,1.0,813.39,0.745,723.6376811594203,200,1,imm2,rnr,1,90,90.0,5.0,30.0
0,0.9838774814453125,0.9838774814453125,196829,0.0,3171.0,0.984145,200,0,0,1.0,889.0,0.865,812.0081300813008,200,1,imm2,rnr,1,50,90.0,5.0,90.0
1,0.9806779531250001,0.980677953125,196177,0.0,3823.0,0.980885,200,0,0,1.0,908.59,0.875,861.0689655172414,200,1,imm2,rnr,1,50,90.0,5.0,90.0
2,0.976377322265625,0.976377322265625,195298,0.0,4702.0,0.97649,200,0,0,1.0,895.655,0.87,839.3361344537815,200,1,imm2,rnr,1,50,90.0,5.0,90.0
3,0.9647913203125,0.9647913203125,193001,0.0,6999.0,0.965005,200,0,0,1.0,874.755,0.83,805.4516129032259,200,1,imm2,rnr,1,50,90.0,5.0,90.0
4,0.9801574609375,0.9801574609375,196047,0.0,3953.0,0.980235,200,0,0,1.0,907.87,0.88,846.457627118644,200,1,imm2,rnr,1,50,90.0,5.0,90.0
5,0.977766740234375,0.977766740234375,195599,0.0,4401.0,0.977995,200,0,0,1.0,863.41,0.82,789.5138339920949,200,1,imm2,rnr,1,50,90.0,5.0,90.0
6,0.960986859375,0.960986859375,192237,0.0,7763.0,0.961185,200,0,0,1.0,832.135,0.79,768.2307692307693,200,1,imm2,rnr,1,50,90.0,5.0,90.0
7,0.972177015625,0.972177015625,194472,0.0,5528.0,0.97236,200,0,0,1.0,916.445,0.865,853.7008547008547,200,1,imm2,rnr,1,50,90.0,5.0,90.0
8,0.9916699560546876,0.9916699560546876,198365,0.0,1635.0,0.991825,200,0,0,1.0,886.275,0.86,805.4516129032259,200,1,imm2,rnr,1,50,90.0,5.0,90.0
9,0.95181616015625,0.95181616015625,190410,0.0,9590.0,0.95205,200,0,0,1.0,836.27,0.76,718.4244604316547,200,1,imm2,rnr,1,50,90.0,5.0,90.0
0,0.97434081640625,0.97434081640625,194910,0.0,5090.0,0.97455,200,0,0,1.0,885.09,0.855,805.4516129032259,200,1,imm2,rnr,1,90,40.0,5.0,30.0
1,0.980901048828125,0.980901048828125,196216,0.0,3784.0,0.98108,200,0,0,1.0,900.975,0.86,825.4462809917355,200,1,imm2,rnr,1,90,40.0,5.0,30.0
2,0.976118833984375,0.976118833984375,195256,0.0,4744.0,0.97628,200,0,0,1.0,883.58,0.86,812.0081300813008,200,1,imm2,rnr,1,90,40.0,5.0,30.0
3,0.9568238671875,0.9568238671875,191408,0.0,8592.0,0.95704,200,0,0,1.0,861.495,0.815,792.6507936507936,200,1,imm2,rnr,1,90,40.0,5.0,30.0
4,0.982488001953125,0.982488001953125,196513,0.0,3487.0,0.982565,200,0,0,1.0,899.49,0.87,846.457627118644,200,1,imm2,rnr,1,90,40.0,5.0,30.0
5,0.978991814453125,0.978991814453125,195838,0.0,4162.0,0.97919,200,0,0,1.0,877.4,0.83,808.7165991902834,200,1,imm2,rnr,1,90,40.0,5.0,30.0
6,0.9690119765625,0.9690119765625,193846,0.0,6154.0,0.96923,200,0,0,1.0,859.62,0.825,812.0081300813008,200,1,imm2,rnr,1,90,40.0,5.0,30.0
7,0.972547015625,0.972547015625,194546,0.0,5454.0,0.97273,200,0,0,1.0,910.83,0.86,853.7008547008547,200,1,imm2,rnr,1,90,40.0,5.0,30.0
8,0.9908805458984375,0.9908805458984375,198200,0.0,1800.0,0.991,200,0,0,1.0,880.95,0.845,799.0,200,1,imm2,rnr,1,90,40.0,5.0,30.0
9,0.956456859375,0.956456859375,191340,0.0,8660.0,0.9567,200,0,0,1.0,832.175,0.77,734.2941176470588,200,1,imm2,rnr,1,90,40.0,5.0,30.0
0,0.9774847734375,0.9774847734375,195501,0.0,4499.0,0.977505,200,0,0,1.0,796.53,0.77,718.4244604316547,200,3,imm2,rnr,1,50,40.0,15.0,30.0
1,0.96911307421875,0.96911307421875,193831,0.0,6169.0,0.969155,200,0,0,1.0,741.46,0.7,640.025641025641,200,3,imm2,rnr,1,50,40.0,15.0,30.0
2,0.950106109375,0.950106109375,190038,0.0,9962.0,0.95019,200,0,0,1.0,673.295,0.63,605.060606060606,200,3,imm2,rnr,1,50,40.0,15.0,30.0
3,0.963383703125,0.9585907493781095,192697,93.0,7303.0,0.963037187707716,200,0,1,0.9950248756218906,733.9004975124378,0.6915422885572139,686.2852233676975,200,3,imm2,rnr,1,50,40.0,15.0,30.0
4,0.97669558203125,0.9670253287438119,195354,469.0,4646.0,0.9744848330664592,200,0,2,0.9900990099009901,719.7574257425742,0.6782178217821783,637.9776357827476,200,3,imm2,rnr,1,50,40.0,15.0,30.0
5,0.96905712109375,0.96905712109375,193833,0.0,6167.0,0.969165,200,0,0,1.0,744.13,0.71,676.9661016949152,200,3,imm2,rnr,1,50,40.0,15.0,30.0
6,0.982333373046875,0.977446142335199,196485,450.0,3515.0,0.9802195061112496,200,0,1,0.9950248756218906,792.3980099502487,0.7611940298507462,768.2307692307693,200,3,imm2,rnr,1,50,40.0,15.0,30.0
7,0.96697222265625,0.9573982402537129,193412,249.0,6588.0,0.9658575074032829,200,0,2,0.9900990099009901,705.3910891089109,0.6633663366336634,629.9148264984227,200,3,imm2,rnr,1,50,40.0,15.0,30.0
8,0.969186017578125,0.969186017578125,193858,0.0,6142.0,0.96929,200,0,0,1.0,695.515,0.675,644.1612903225806,200,3,imm2,rnr,1,50,40.0,15.0,30.0
9,0.969189205078125,0.969189205078125,193845,0.0,6155.0,0.969225,200,0,0,1.0,737.16,0.69,597.8023952095808,200,3,imm2,rnr,1,50,40.0,15.0,30.0
0,0.013368562499999959,0.01330205223880597,2675,197200.0,125.0,0.013375,200,0,1,0.9950248756218906,11.25870646766169,0.0,8.333333333333334,200,7,imm2,rnr,1,190,15.0,5.0,30.0
1,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,5.0,30.0
2,0.0019050000000000455,0.0018955223880597015,381,199600.0,19.0,0.001905,200,0,1,0.9950248756218906,0.8955223880597015,0.0,0.8264840182648402,200,7,imm2,rnr,1,190,15.0,5.0,30.0
3,0.001930749999999981,0.0019211442786069653,387,199600.0,13.0,0.001935,200,0,1,0.9950248756218906,0.9203980099502488,0.0,0.8691588785046729,200,7,imm2,rnr,1,190,15.0,5.0,30.0
4,0.0019900000000000473,0.0019800995024875623,398,199600.0,2.0,0.00199,200,0,1,0.9950248756218906,0.9800995024875622,0.0,0.9801980198019802,200,7,imm2,rnr,1,190,15.0,5.0,30.0
5,0.0019200000000000328,0.00191044776119403,384,199600.0,16.0,0.00192,200,0,1,0.9950248756218906,0.9104477611940298,0.0,0.8518518518518519,200,7,imm2,rnr,1,190,15.0,5.0,30.0
6,0.0019799999999999818,0.0019701492537313433,396,199600.0,4.0,0.00198,200,0,1,0.9950248756218906,0.9701492537313433,0.0,0.9607843137254902,200,7,imm2,rnr,1,190,15.0,5.0,30.0
7,0.0019000000000000128,0.001890547263681592,380,199600.0,20.0,0.0019,200,0,1,0.9950248756218906,0.8905472636815921,0.0,0.8181818181818182,200,7,imm2,rnr,1,190,15.0,5.0,30.0
8,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,5.0,30.0
9,0.00189499999999998,0.0018855721393034827,379,199600.0,21.0,0.001895,200,0,1,0.9950248756218906,0.8855721393034826,0.0,0.8099547511312217,200,7,imm2,rnr,1,190,15.0,5.0,30.0
0,0.013423562499999986,0.013356778606965174,2686,197200.0,114.0,0.01343,200,0,1,0.9950248756218906,11.328358208955224,0.0,8.523809523809524,200,7,imm2,rnr,1,190,15.0,10.0,30.0
1,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,10.0,30.0
2,0.0019050000000000455,0.0018955223880597015,381,199600.0,19.0,0.001905,200,0,1,0.9950248756218906,0.8955223880597015,0.0,0.8264840182648402,200,7,imm2,rnr,1,190,15.0,10.0,30.0
3,0.001930749999999981,0.0019211442786069653,387,199600.0,13.0,0.001935,200,0,1,0.9950248756218906,0.9203980099502488,0.0,0.8691588785046729,200,7,imm2,rnr,1,190,15.0,10.0,30.0
4,0.0019900000000000473,0.0019800995024875623,398,199600.0,2.0,0.00199,200,0,1,0.9950248756218906,0.9800995024875622,0.0,0.9801980198019802,200,7,imm2,rnr,1,190,15.0,10.0,30.0
5,0.0019200000000000328,0.00191044776119403,384,199600.0,16.0,0.00192,200,0,1,0.9950248756218906,0.9104477611940298,0.0,0.8518518518518519,200,7,imm2,rnr,1,190,15.0,10.0,30.0
6,0.0019799999999999818,0.0019701492537313433,396,199600.0,4.0,0.00198,200,0,1,0.9950248756218906,0.9701492537313433,0.0,0.9607843137254902,200,7,imm2,rnr,1,190,15.0,10.0,30.0
7,0.0019000000000000128,0.001890547263681592,380,199600.0,20.0,0.0019,200,0,1,0.9950248756218906,0.8905472636815921,0.0,0.8181818181818182,200,7,imm2,rnr,1,190,15.0,10.0,30.0
8,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,10.0,30.0
9,0.00189499999999998,0.0018855721393034827,379,199600.0,21.0,0.001895,200,0,1,0.9950248756218906,0.8855721393034826,0.0,0.8099547511312217,200,7,imm2,rnr,1,190,15.0,10.0,30.0
0,0.9743708359375,0.9743708359375,194907,0.0,5093.0,0.974535,200,0,0,1.0,889.785,0.855,812.0081300813008,200,1,imm2,rnr,1,90,15.0,15.0,90.0
1,0.974455392578125,0.974455392578125,194938,0.0,5062.0,0.97469,200,0,0,1.0,881.785,0.835,799.0,200,1,imm2,rnr,1,90,15.0,15.0,90.0
2,0.97585540625,0.97585540625,195201,0.0,4799.0,0.976005,200,0,0,1.0,852.62,0.825,780.25,200,1,imm2,rnr,1,90,15.0,15.0,90.0
3,0.9607023359375,0.9607023359375,192174,0.0,7826.0,0.96087,200,0,0,1.0,831.73,0.78,745.2686567164179,200,1,imm2,rnr,1,90,15.0,15.0,90.0
4,0.9669445859375,0.9669445859375,193417,0.0,6583.0,0.967085,200,0,0,1.0,855.825,0.82,812.0081300813008,200,1,imm2,rnr,1,90,15.0,15.0,90.0
5,0.972582876953125,0.972582876953125,194568,0.0,5432.0,0.97284,200,0,0,1.0,854.36,0.805,748.0636704119851,200,1,imm2,rnr,1,90,15.0,15.0,90.0
6,0.975463869140625,0.975463869140625,195127,0.0,4873.0,0.975635,200,0,0,1.0,860.41,0.82,768.2307692307693,200,1,imm2,rnr,1,90,15.0,15.0,90.0
7,0.98062212890625,0.98062212890625,196139,0.0,3861.0,0.980695,200,0,0,1.0,946.73,0.91,868.5652173913044,200,1,imm2,rnr,1,90,15.0,15.0,90.0
8,0.982922958984375,0.982922958984375,196615,0.0,3385.0,0.983075,200,0,0,1.0,865.61,0.825,756.5757575757576,200,1,imm2,rnr,1,90,15.0,15.0,90.0
9,0.965961234375,0.965961234375,193224,0.0,6776.0,0.96612,200,0,0,1.0,841.83,0.785,768.2307692307693,200,1,imm2,rnr,1,90,15.0,15.0,90.0
0,0.014128562500000053,0.014058271144278607,2827,197000.0,173.0,0.014135,200,0,1,0.9950248756218906,11.885572139303482,0.0,8.23076923076923,200,7,imm2,rnr,1,190,15.0,15.0,30.0
1,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,15.0,30.0
2,0.0019050000000000455,0.0018955223880597015,381,199600.0,19.0,0.001905,200,0,1,0.9950248756218906,0.8955223880597015,0.0,0.8264840182648402,200,7,imm2,rnr,1,190,15.0,15.0,30.0
3,0.001930749999999981,0.0019211442786069653,387,199600.0,13.0,0.001935,200,0,1,0.9950248756218906,0.9203980099502488,0.0,0.8691588785046729,200,7,imm2,rnr,1,190,15.0,15.0,30.0
4,0.0019900000000000473,0.0019800995024875623,398,199600.0,2.0,0.00199,200,0,1,0.9950248756218906,0.9800995024875622,0.0,0.9801980198019802,200,7,imm2,rnr,1,190,15.0,15.0,30.0
5,0.0019200000000000328,0.00191044776119403,384,199600.0,16.0,0.00192,200,0,1,0.9950248756218906,0.9104477611940298,0.0,0.8518518518518519,200,7,imm2,rnr,1,190,15.0,15.0,30.0
6,0.0019799999999999818,0.0019701492537313433,396,199600.0,4.0,0.00198,200,0,1,0.9950248756218906,0.9701492537313433,0.0,0.9607843137254902,200,7,imm2,rnr,1,190,15.0,15.0,30.0
7,0.0019000000000000128,0.001890547263681592,380,199600.0,20.0,0.0019,200,0,1,0.9950248756218906,0.8905472636815921,0.0,0.8181818181818182,200,7,imm2,rnr,1,190,15.0,15.0,30.0
8,0.0019649999999999945,0.001955223880597015,393,199600.0,7.0,0.001965,200,0,1,0.9950248756218906,0.9552238805970149,0.0,0.9323671497584541,200,7,imm2,rnr,1,190,15.0,15.0,30.0
9,0.00189499999999998,0.0018855721393034827,379,199600.0,21.0,0.001895,200,0,1,0.9950248756218906,0.8855721393034826,0.0,0.8099547511312217,200,7,imm2,rnr,1,190,15.0,15.0,30.0
0,0.975999615234375,0.975999615234375,195236,0.0,4764.0,0.97618,200,0,0,1.0,885.18,0.86,812.0081300813008,200,1,imm2,rnr,1,50,15.0,10.0,10.0
1,0.9682712578125,0.9682712578125,193709,0.0,6291.0,0.968545,200,0,0,1.0,869.14,0.81,780.25,200,1,imm2,rnr,1,50,15.0,10.0,10.0
2,0.98300951171875,0.98300951171875,196636,0.0,3364.0,0.98318,200,0,0,1.0,874.9,0.86,825.4462809917355,200,1,imm2,rnr,1,50,15.0,10.0,10.0
3,0.959739515625,0.959739515625,191972,0.0,8028.0,0.95986,200,0,0,1.0,833.785,0.785,756.5757575757576,200,1,imm2,rnr,1,50,15.0,10.0,10.0
4,0.97220271875,0.97220271875,194472,0.0,5528.0,0.97236,200,0,0,1.0,878.675,0.845,825.4462809917355,200,1,imm2,rnr,1,50,15.0,10.0,10.0
5,0.98007505078125,0.98007505078125,196068,0.0,3932.0,0.98034,200,0,0,1.0,873.89,0.835,786.4015748031496,200,1,imm2,rnr,1,50,15.0,10.0,10.0
6,0.96683298828125,0.96683298828125,193421,0.0,6579.0,0.967105,200,0,0,1.0,863.51,0.82,774.1937984496124,200,1,imm2,rnr,1,50,15.0,10.0,10.0
7,0.98274779296875,0.98274779296875,196577,0.0,3423.0,0.982885,200,0,0,1.0,937.08,0.895,868.5652173913044,200,1,imm2,rnr,1,50,15.0,10.0,10.0
8,0.9869625,0.9869625,197419,0.0,2581.0,0.987095,200,0,0,1.0,852.79,0.815,756.5757575757576,200,1,imm2,rnr,1,50,15.0,10.0,10.0
9,0.9692828828125,0.9692828828125,193890,0.0,6110.0,0.96945,200,0,0,1.0,842.43,0.785,734.2941176470588,200,1,imm2,rnr,1,50,15.0,10.0,10.0
0,0.97434081640625,0.97434081640625,194910,0.0,5090.0,0.97455,200,0,0,1.0,885.09,0.855,805.4516129032259,200,1,imm2,rnr,1,50,40.0,5.0,30.0
