,alpha,beta,par_tp,par_fn,par_fp,par_jaccard,track_tp,track_fn,track_fp,track_jaccard,aveFramesOnFirstParticle,propLoyalTracks,aveFramesOnParticle,nPar,diff_con,method,data,lookBack,maxCost
0,0.9991563912963867,0.9991563912963867,199844,0.0,156.0,0.99922,200,0,0,1.0,985.71,0.98,969.8737864077669,200,1,naive,RW,5,60
1,0.994561494140625,0.994561494140625,198970,0.0,1030.0,0.99485,200,0,0,1.0,971.83,0.96,951.3809523809524,200,1,naive,RW,5,60
2,0.98826685546875,0.98826685546875,197700,0.0,2300.0,0.9885,200,0,0,1.0,976.73,0.94,933.5794392523364,200,1,naive,RW,5,60
3,0.9946817578125,0.9946817578125,198968,0.0,1032.0,0.99484,200,0,0,1.0,973.22,0.96,942.3962264150944,200,1,naive,RW,5,60
4,0.9944835341796875,0.9944835341796875,198934,0.0,1066.0,0.99467,200,0,0,1.0,963.29,0.95,942.3962264150944,200,1,naive,RW,5,60
5,0.9863377763671874,0.9863377763671874,197324,0.0,2676.0,0.98662,200,0,0,1.0,963.41,0.95,951.3809523809524,200,1,naive,RW,5,60
6,0.9968451572265625,0.9968451572265625,199384,0.0,616.0,0.99692,200,0,0,1.0,995.83,0.98,979.3921568627451,200,1,naive,RW,5,60
7,0.9897890869140625,0.9897890869140625,198000,0.0,2000.0,0.99,200,0,0,1.0,981.28,0.96,951.3809523809524,200,1,naive,RW,5,60
8,0.9877242265625,0.9877242265625,197618,0.0,2382.0,0.98809,200,0,0,1.0,964.6,0.95,951.3809523809524,200,1,naive,RW,5,60
9,0.9860058525390625,0.9860058525390625,197262,0.0,2738.0,0.98631,200,0,0,1.0,949.42,0.93,903.9773755656108,200,1,naive,RW,5,60
0,0.9964363913574219,0.9865706845122989,199300,544.0,700.0,0.9937968725067815,200,0,2,0.9900990099009901,975.940594059406,0.9603960396039604,960.5384615384615,200,1,naive,RW,1,20
1,0.994561494140625,0.994561494140625,198970,0.0,1030.0,0.99485,200,0,0,1.0,971.83,0.96,951.3809523809524,200,1,naive,RW,1,20
2,0.98826685546875,0.98826685546875,197700,0.0,2300.0,0.9885,200,0,0,1.0,976.73,0.94,933.5794392523364,200,1,naive,RW,1,20
3,0.9942517578125,0.9893052316542289,198882,86.0,1118.0,0.9939825874873804,200,0,1,0.9950248756218906,968.3731343283582,0.9502487562189055,937.9671361502348,200,1,naive,RW,1,20
4,0.9944835341796875,0.9944835341796875,198934,0.0,1066.0,0.99467,200,0,0,1.0,963.29,0.95,942.3962264150944,200,1,naive,RW,1,20
5,0.9863377763671874,0.9863377763671874,197324,0.0,2676.0,0.98662,200,0,0,1.0,963.41,0.95,951.3809523809524,200,1,naive,RW,1,20
6,0.9968451572265625,0.9968451572265625,199384,0.0,616.0,0.99692,200,0,0,1.0,995.83,0.98,979.3921568627451,200,1,naive,RW,1,20
7,0.9897890869140625,0.9897890869140625,198000,0.0,2000.0,0.99,200,0,0,1.0,981.28,0.96,951.3809523809524,200,1,naive,RW,1,20
8,0.9862042265625,0.9812977378731343,197314,304.0,2686.0,0.9850726895119418,200,0,1,0.9950248756218906,959.7960199004975,0.9402985074626866,946.8672985781991,200,1,naive,RW,1,20
9,0.9851008525390625,0.980199853272699,197081,181.0,2919.0,0.984514014816591,200,0,1,0.9950248756218906,944.6915422885572,0.9203980099502488,899.9009009009009,200,1,naive,RW,1,20
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,1,60
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,1,60
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,1,60
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,1,60
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,1,60
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,1,60
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,1,60
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,1,60
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,1,60
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,1,60
0,0.767969203125,0.3482853528911565,153603,46318.0,46397.0,0.6235963266996322,200,0,241,0.45351473922902497,449.140589569161,0.13378684807256236,446.42729306487695,200,1,naive,RW,2,10
1,0.7742861249999999,0.37678156934306567,154900,44352.0,45100.0,0.6339215557883708,200,0,211,0.48661800486618007,477.0681265206813,0.1654501216545012,475.1904761904762,200,1,naive,RW,2,10
2,0.7405794375,0.33816412671232876,148140,50713.0,51860.0,0.5908748249991026,200,0,238,0.45662100456621,446.9703196347032,0.1278538812785388,441.4778761061947,200,1,naive,RW,2,10
3,0.76852753125,0.3591250146028037,153730,45751.0,46270.0,0.6255518797482004,200,0,228,0.4672897196261682,457.8014018691589,0.14485981308411214,451.4886877828054,200,1,naive,RW,2,10
4,0.79035034375,0.3754633461995249,158130,39899.0,41870.0,0.6591523932988466,200,0,221,0.4750593824228028,455.187648456057,0.14014251781472684,457.7155963302752,200,1,naive,RW,2,10
5,0.758144484375,0.35180718532482597,151693,46054.0,48307.0,0.6165028814813008,200,0,231,0.46403712296983757,443.73085846867747,0.13225058004640372,448.438202247191,200,1,naive,RW,2,10
6,0.766540453125,0.35487983940972223,153323,46241.0,46677.0,0.6226542289870493,200,0,232,0.46296296296296297,460.35185185185185,0.13657407407407407,456.66590389016017,200,1,naive,RW,2,10
7,0.7561039375,0.3566528007075472,151251,48332.0,48749.0,0.6090676996923473,200,0,224,0.4716981132075472,465.95047169811323,0.14622641509433962,455.62100456621005,200,1,naive,RW,2,10
8,0.7643719375,0.3605528007075472,152932,45820.0,47068.0,0.6221300138312587,200,0,224,0.4716981132075472,456.47169811320754,0.14150943396226415,456.66590389016017,200,1,naive,RW,2,10
9,0.7709465625,0.3560954099307159,154256,44298.0,45744.0,0.6314255540364636,200,0,233,0.4618937644341801,446.70207852193994,0.12933025404157045,437.5964912280702,200,1,naive,RW,2,10
0,0.884125828125,0.636061746852518,176942,17177.0,23058.0,0.8147363671106977,200,0,78,0.7194244604316546,637.8345323741007,0.3776978417266187,585.5102639296188,200,3,naive,RW,1,20
1,0.878310921875,0.6411028626824817,175774,16774.0,24226.0,0.8108629263657081,200,0,74,0.7299270072992701,665.8613138686131,0.4233576642335766,594.2380952380952,200,3,naive,RW,1,20
2,0.8501079375,0.5862813362068966,170154,20472.0,29846.0,0.7717714721143728,200,0,90,0.6896551724137931,599.548275862069,0.3137931034482759,554.5555555555555,200,3,naive,RW,1,20
3,0.8491779687500001,0.622108402014652,169934,19621.0,30066.0,0.773760250613557,200,0,73,0.7326007326007326,646.6703296703297,0.3772893772893773,553.016620498615,200,3,naive,RW,1,20
4,0.841815359375,0.6056225607014388,168500,18513.0,31500.0,0.7711211689922338,200,0,78,0.7194244604316546,615.5611510791367,0.3345323741007194,545.448087431694,200,3,naive,RW,1,20
5,0.838444828125,0.5822533528645834,167800,20533.0,32200.0,0.7608838586515396,200,0,88,0.6944444444444444,620.1354166666666,0.3541666666666667,563.9717514124294,200,3,naive,RW,1,20
6,0.873686265625,0.654446640917603,174832,16071.0,25168.0,0.8091414396193843,200,0,67,0.7490636704119851,669.4906367041199,0.40074906367041196,618.1950464396285,200,3,naive,RW,1,20
7,0.852814125,0.61798125,170664,20326.0,29336.0,0.774597641676425,200,0,76,0.7246376811594203,624.804347826087,0.37681159420289856,577.0346820809249,200,3,naive,RW,1,20
8,0.8582283125,0.5898476374570447,171734,22225.0,28266.0,0.772793340083249,200,0,91,0.6872852233676976,637.5085910652921,0.3470790378006873,575.3688760806916,200,3,naive,RW,1,20
9,0.85903621875,0.6434728230337079,171922,15514.0,28078.0,0.797730077860371,200,0,67,0.7490636704119851,627.5992509363296,0.36329588014981273,554.5555555555555,200,3,naive,RW,1,20
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,2,60
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,2,60
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,2,60
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,2,60
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,2,60
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,2,60
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,2,60
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,2,60
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,2,60
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,2,60
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,10,60
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,10,60
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,10,60
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,10,60
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,10,60
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,10,60
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,10,60
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,10,60
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,10,60
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,10,60
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,2,80
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,2,80
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,2,80
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,2,80
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,2,80
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,2,80
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,2,80
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,2,80
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,2,80
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,2,80
0,0.9991563912963867,0.9991563912963867,199844,0.0,156.0,0.99922,200,0,0,1.0,985.71,0.98,969.8737864077669,200,1,naive,RW,10,40
1,0.994561494140625,0.994561494140625,198970,0.0,1030.0,0.99485,200,0,0,1.0,971.83,0.96,951.3809523809524,200,1,naive,RW,10,40
2,0.98826685546875,0.98826685546875,197700,0.0,2300.0,0.9885,200,0,0,1.0,976.73,0.94,933.5794392523364,200,1,naive,RW,10,40
3,0.9946817578125,0.9946817578125,198968,0.0,1032.0,0.99484,200,0,0,1.0,973.22,0.96,942.3962264150944,200,1,naive,RW,10,40
4,0.9944835341796875,0.9944835341796875,198934,0.0,1066.0,0.99467,200,0,0,1.0,963.29,0.95,942.3962264150944,200,1,naive,RW,10,40
5,0.9863377763671874,0.9863377763671874,197324,0.0,2676.0,0.98662,200,0,0,1.0,963.41,0.95,951.3809523809524,200,1,naive,RW,10,40
6,0.9968451572265625,0.9968451572265625,199384,0.0,616.0,0.99692,200,0,0,1.0,995.83,0.98,979.3921568627451,200,1,naive,RW,10,40
7,0.9897890869140625,0.9897890869140625,198000,0.0,2000.0,0.99,200,0,0,1.0,981.28,0.96,951.3809523809524,200,1,naive,RW,10,40
8,0.9877242265625,0.9877242265625,197618,0.0,2382.0,0.98809,200,0,0,1.0,964.6,0.95,951.3809523809524,200,1,naive,RW,10,40
9,0.9860058525390625,0.9860058525390625,197262,0.0,2738.0,0.98631,200,0,0,1.0,949.42,0.93,903.9773755656108,200,1,naive,RW,10,40
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,1,80
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,1,80
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,1,80
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,1,80
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,1,80
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,1,80
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,1,80
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,1,80
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,1,80
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,1,80
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,10,80
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,10,80
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,10,80
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,10,80
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,10,80
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,10,80
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,10,80
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,10,80
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,10,80
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,10,80
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,3,60
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,3,60
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,3,60
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,3,60
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,3,60
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,3,60
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,3,60
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,3,60
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,3,60
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,3,60
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,3,80
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,3,80
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,3,80
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,3,80
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,3,80
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,3,80
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,3,80
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,3,80
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,3,80
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,3,80
0,0.83032553125,0.8221044863861386,166264,317.0,33736.0,0.8300044429579118,200,0,2,0.9900990099009901,631.6534653465346,0.4306930693069307,433.7826086956522,200,7,naive,RW,2,40
1,0.831261046875,0.8070495600728156,166387,1477.0,33613.0,0.8258361996654705,200,0,6,0.970873786407767,603.2718446601941,0.441747572815534,434.7298474945534,200,7,naive,RW,2,40
2,0.8451159687500001,0.8126115084134615,169195,1917.0,30805.0,0.8379433133416205,200,0,8,0.9615384615384616,621.5721153846154,0.4230769230769231,453.54545454545456,200,7,naive,RW,2,40
3,0.822581046875,0.8184886038557214,164718,57.0,35282.0,0.8233553437270378,200,0,1,0.9950248756218906,586.3532338308457,0.39800995024875624,396.61431411530816,200,7,naive,RW,2,40
4,0.85847903125,0.8457921490147783,171845,1173.0,28155.0,0.854215028855761,200,0,3,0.9852216748768473,688.3940886699507,0.4729064039408867,439.52863436123346,200,7,naive,RW,2,40
5,0.871595359375,0.8503369359756098,174453,826.0,25547.0,0.8686773624929043,200,0,5,0.975609756097561,655.4048780487805,0.4682926829268293,467.384074941452,200,7,naive,RW,2,40
6,0.886299390625,0.8604848452669903,177353,972.0,22647.0,0.8824761658340465,200,0,6,0.970873786407767,687.747572815534,0.5048543689320388,518.4805194805194,200,7,naive,RW,2,40
7,0.83395478125,0.8096648361650486,166938,1911.0,33062.0,0.8267900213460386,200,0,6,0.970873786407767,635.8203883495146,0.4563106796116505,487.99755501222495,200,7,naive,RW,2,40
8,0.85174428125,0.8391569273399014,170492,979.0,29508.0,0.8483075346180446,200,0,3,0.9852216748768473,667.3645320197045,0.5024630541871922,479.7692307692308,200,7,naive,RW,2,40
9,0.85971103125,0.8306386775362319,172105,2125.0,27895.0,0.8514780457637601,200,0,7,0.966183574879227,605.671497584541,0.4492753623188406,417.41004184100416,200,7,naive,RW,2,40
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,1,40
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,1,40
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,1,40
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,1,40
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,1,40
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,1,40
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,1,40
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,1,40
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,1,40
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,1,40
0,0.7724441875,0.3511109943181818,154498,45388.0,45502.0,0.6296069897468499,200,0,240,0.45454545454545453,448.27272727272725,0.1318181818181818,446.42729306487695,200,1,naive,RW,10,10
1,0.781086125,0.38009057177615574,156260,42992.0,43740.0,0.6430664384012642,200,0,211,0.48661800486618007,477.0681265206813,0.1654501216545012,475.1904761904762,200,1,naive,RW,10,10
2,0.7457744374999999,0.3405362728310502,149179,49674.0,50821.0,0.5974951336542852,200,0,238,0.45662100456621,446.9474885844749,0.1278538812785388,441.4778761061947,200,1,naive,RW,10,10
3,0.77325753125,0.3613352949766355,154676,44805.0,45324.0,0.6318335001327587,200,0,228,0.4672897196261682,457.8014018691589,0.14485981308411214,451.4886877828054,200,1,naive,RW,10,10
4,0.79711034375,0.3786747476247031,159482,38547.0,40518.0,0.6685558820693616,200,0,221,0.4750593824228028,455.187648456057,0.14014251781472684,457.7155963302752,200,1,naive,RW,10,10
5,0.763099484375,0.35492999273255815,152684,44993.0,47316.0,0.6232178062230349,200,0,230,0.46511627906976744,441.98837209302326,0.13023255813953488,448.438202247191,200,1,naive,RW,10,10
6,0.7718419062499999,0.3573342158564815,154382,45277.0,45618.0,0.6294189834350551,200,0,232,0.46296296296296297,460.5763888888889,0.13657407407407407,456.66590389016017,200,1,naive,RW,10,10
7,0.75962378125,0.35916018026004726,151954,47692.0,48046.0,0.6134796440740921,200,0,223,0.4728132387706856,467.0543735224586,0.14657210401891252,455.62100456621005,200,1,naive,RW,10,10
8,0.76917471875,0.36367598995271866,153892,44772.0,46108.0,0.6287157027764614,200,0,223,0.4728132387706856,457.5531914893617,0.14184397163120568,456.66590389016017,200,1,naive,RW,10,10
9,0.7715815625,0.3572136863425926,154383,44171.0,45617.0,0.632274102985203,200,0,232,0.46296296296296297,447.7384259259259,0.12962962962962962,438.56043956043953,200,1,naive,RW,10,10
0,0.971748474609375,0.971748474609375,194463,0.0,5537.0,0.972315,200,0,0,1.0,888.565,0.815,792.6507936507936,200,3,naive,RW,10,40
1,0.9565409375,0.9565409375,191426,0.0,8574.0,0.95713,200,0,0,1.0,910.67,0.83,792.6507936507936,200,3,naive,RW,10,40
2,0.9442514140625,0.9442514140625,188975,0.0,11025.0,0.944875,200,0,0,1.0,859.69,0.765,745.2686567164179,200,3,naive,RW,10,40
3,0.9453267421875,0.9453267421875,189190,0.0,10810.0,0.94595,200,0,0,1.0,886.88,0.775,713.2857142857143,200,3,naive,RW,10,40
4,0.9282344296875,0.9282344296875,185793,0.0,14207.0,0.928965,200,0,0,1.0,849.085,0.715,713.2857142857143,200,3,naive,RW,10,40
5,0.9508380625,0.9508380625,190267,0.0,9733.0,0.951335,200,0,0,1.0,894.27,0.805,786.4015748031496,200,3,naive,RW,10,40
6,0.945900265625,0.945900265625,189305,0.0,10695.0,0.946525,200,0,0,1.0,892.775,0.8,792.6507936507936,200,3,naive,RW,10,40
7,0.9521560390625,0.9521560390625,190542,0.0,9458.0,0.95271,200,0,0,1.0,866.565,0.8,768.2307692307693,200,3,naive,RW,10,40
8,0.95778688671875,0.95778688671875,191649,0.0,8351.0,0.958245,200,0,0,1.0,930.145,0.835,799.0,200,3,naive,RW,10,40
9,0.9433526953125,0.9433526953125,188787,0.0,11213.0,0.943935,200,0,0,1.0,842.12,0.755,703.2253521126761,200,3,naive,RW,10,40
0,0.9224913984375,0.9224913984375,184608,0.0,15392.0,0.92304,200,0,0,1.0,765.98,0.67,610.6207951070336,200,5,naive,RW,5,40
1,0.9097221171875,0.9097221171875,182076,0.0,17924.0,0.91038,200,0,0,1.0,758.75,0.615,565.57223796034,200,5,naive,RW,5,40
2,0.896876078125,0.8879961169554456,179508,431.0,20492.0,0.8956099605350469,200,0,2,0.9900990099009901,751.460396039604,0.6237623762376238,580.3953488372093,200,5,naive,RW,5,40
3,0.915542390625,0.915542390625,183263,0.0,16737.0,0.916315,200,0,0,1.0,680.445,0.54,528.1005291005291,200,5,naive,RW,5,40
4,0.882399953125,0.8780099036069652,176626,263.0,23374.0,0.881970209174935,200,0,1,0.9950248756218906,689.6567164179105,0.5572139303482587,487.99755501222495,200,5,naive,RW,5,40
